,Segment_ID,Year,Route,Latitude,Longitude,GPS_Valid,Postmile_Distance,Ahead_AADT,Ahead_Peak_Hourly,Ahead_Peak_Monthly,Ahead_Collisions,Cluster
186,23477,2014,1,36.96163768,-122.06609569999999,True,7.0089999999999995,12300,1950,15800,5,0
187,23478,2014,1,37.00100629,-122.1804727,True,2.8200000000000003,9900,2350,13200,1,0
188,23479,2014,1,37.02848448,-122.2162517,True,7.010999999999999,8200,2000,11300,1,0
189,23480,2014,1,37.10766863,-122.2926351,True,1.49804,0,0,0,0,0
190,23481,2014,1,37.10766863,-122.2926351,True,13.579,4150,840,5700,3,0
191,23482,2014,1,37.25968215,-122.41320400000001,True,4.6099999999999985,6400,1300,8800,1,0
192,23483,2014,1,37.32454945,-122.39986429999999,True,2.7910000000000004,6000,920,7600,3,0
193,23484,2014,1,37.3587943,-122.39764609999999,True,2.0799999999999983,7200,1100,9100,4,0
194,23485,2014,1,37.3869969,-122.4055765,True,3.372,7400,1150,9400,1,0
195,23486,2014,1,37.43135894,-122.42668959999999,True,1.3180000000000014,13800,1800,16100,2,0
196,23487,2014,1,37.45038441,-122.4297946,True,1.2860000000000014,16000,2100,18700,7,0
197,23488,2014,1,37.46801468,-122.4335212,True,0.08399999999999963,27500,2450,29000,0,0
198,23489,2014,1,37.45038441,-122.4297946,True,1.1050000000000004,32000,2850,33500,4,0
199,23490,2014,1,37.48206902,-122.44540420000001,True,3.135999999999996,28000,2500,29500,8,0
200,23491,2014,1,37.50989643,-122.4880979,True,1.9730000000000056,17700,1550,18900,6,0
201,23492,2014,1,37.52861739,-122.5145051,True,5.4179999999999975,16200,1850,17300,11,0
202,23493,2014,1,37.59352205,-122.50582069999999,True,0.20700000000000074,15100,1750,16100,0,0
203,23494,2014,1,37.59597626,-122.50371499999999,True,1.0549999999999995,33000,3800,34500,7,0
204,23495,2014,1,37.60871538,-122.49517209999999,True,0.5689999999999955,48000,5500,50000,7,1
205,23496,2014,1,37.61383202,-122.48701070000001,True,0.8810000000000002,49500,5700,52000,4,1
206,23497,2014,1,37.626045,-122.48763570000001,True,0.28000000000000114,34000,2950,35500,1,0
207,23498,2014,1,37.6296627516,-122.489285201,True,1.1360000000000028,33500,2950,35000,1,0
208,23499,2014,1,37.64585153,-122.4916284,True,0.509999999999998,26000,2250,27000,0,0
209,23500,2014,1,37.65187379,-122.49015349999999,True,1.3320000000000007,41000,3600,42500,6,1
210,23501,2014,1,37.66844103,-122.48499790000001,True,0.5499999999999972,64000,5600,67000,2,1
211,23502,2014,1,37.671340382,-122.47622612299999,True,0.5300000000000011,69000,6000,72000,2,1
212,23503,2014,1,37.677875,-122.4714101,True,0.5570000000000022,70000,6100,73000,1,1
213,23504,2014,1,37.68149872,-122.4713344,True,0.19899999999999807,101000,7200,103000,4,1
214,23505,2014,1,37.708270899999995,-122.4710267,True,2.02325,0,0,0,0,0
215,23506,2014,1,37.708270899999995,-122.4710267,True,0.105,118000,8400,120000,0,1
216,23507,2014,1,37.70966695,-122.47101780000001,True,0.207,111000,7900,113000,1,1
217,23508,2014,1,37.7125809,-122.4711182,True,0.3680000000000001,104000,7400,106000,0,1
218,23509,2014,1,37.71732194,-122.47258740000001,True,0.67,74000,5400,77000,4,1
219,23510,2014,1,37.72691952,-122.4747939,True,0.5469999999999999,74000,5400,75000,2,1
220,23511,2014,1,37.73463533,-122.4750706,True,0.973,74000,5400,75000,1,1
221,23512,2014,1,37.74865353,-122.47599699999999,True,1.1799999999999995,74000,5400,75000,2,1
222,23513,2014,1,37.76544225,-122.4772672,True,0.9500000000000002,68000,5000,71000,4,1
223,23514,2014,1,37.77282813,-122.4716982,True,0.8799999999999999,68000,5000,71000,1,1
224,23515,2014,1,37.78632458,-122.47255359999998,True,1.197,54000,3950,55000,5,1
225,23516,2014,1,37.80327851,-122.4694874,True,0.7077,0,0,0,0,0
226,23517,2014,1,37.80327851,-122.4694874,True,0.65,31000,3350,32500,6,0
227,23518,2014,1,37.88213385,-122.52492600000001,True,0.66,17300,1900,19400,1,0
228,23519,2014,1,37.87957652,-122.53506189999999,True,0.5999999999999999,13700,1450,15300,1,0
229,23520,2014,1,37.88611269,-122.53743429999999,True,1.4400000000000002,8000,820,8900,0,0
230,23521,2014,1,37.88410552,-122.55377990000001,True,2.57,3400,430,3800,1,0
231,23522,2014,1,37.8670152,-122.57716909999999,True,6.290000000000001,3850,490,4300,3,0
232,23523,2014,1,37.89624146,-122.6366765,True,4.855999999999998,3800,480,4250,5,0
233,23524,2014,1,37.933968799999995,-122.69542790000001,True,0.13400000000000034,2250,290,2500,0,0
234,23525,2014,1,37.93464397,-122.69739469999999,True,9.309,2450,310,2750,1,0
235,23526,2014,1,38.04050849,-122.78778510000001,True,2.091000000000001,2950,370,3300,0,0
236,23527,2014,1,38.06613209,-122.8049189,True,0.7299999999999969,4350,920,4700,1,0
237,23528,2014,1,38.07332841,-122.8014221,True,9.079,2100,380,2250,3,0
238,23529,2014,1,38.16318297,-122.89261429999999,True,6.9510000000000005,1300,240,1400,5,0
239,23530,2014,1,38.24185285,-122.90515330000001,True,0.2999999999999972,1250,230,1350,0,0
240,23531,2014,1,38.24627691,-122.9048241,True,2.200000000000003,1250,230,1350,0,0
241,23532,2014,1,38.27684405,-122.89998030000001,True,2.649000000000001,1050,190,1150,1,0
242,23533,2014,1,38.31369135,-122.89722569999999,True,3.1568125,0,0,0,0,0
243,23534,2014,1,38.31369135,-122.89722569999999,True,0.19,1050,190,1150,0,0
244,23535,2014,1,38.31642120000001,-122.89651609999999,True,2.23,4400,800,5400,1,0
245,23536,2014,1,38.32393708,-122.92798429999999,True,2.96,3900,710,4800,1,0
246,23537,2014,1,38.337141100000004,-122.9774091,True,5.69,6300,1150,7700,3,0
